fichier,type_page1,faisabilite,detail
Ressources/PLU bioclimatique/Règlement/Documents graphiques/Atlas 2/K_08.pdf,planche graphique (carte/plan) avec encart texte,"PROBABLE — span de taille nettement supérieure à la médiane (9.8pt vs médiane 4.3pt) détecté en haut de page (candidat: 'LS 100-100') ; à confirmer par détection de cadre vectoriel (get_drawings, non exécutée ici)","n_spans=2022, image_area_ratio=0.00, n_outliers_top=8"
Ressources/PLU bioclimatique/Règlement/Documents graphiques/Atlas 2/K_09_A_251216.pdf,planche graphique (carte/plan) avec encart texte,"PROBABLE — span de taille nettement supérieure à la médiane (9.8pt vs médiane 4.3pt) détecté en haut de page (candidat: 'LS 100-100') ; à confirmer par détection de cadre vectoriel (get_drawings, non exécutée ici)","n_spans=1656, image_area_ratio=0.00, n_outliers_top=17"
Ressources/PLU bioclimatique/Règlement/Documents graphiques/Atlas 2/K_10.pdf,planche graphique (carte/plan) avec encart texte,"PROBABLE — span de taille nettement supérieure à la médiane (13.9pt vs médiane 4.3pt) détecté en haut de page (candidat: 'Gare de Lyon') ; à confirmer par détection de cadre vectoriel (get_drawings, non exécutée ici)","n_spans=1630, image_area_ratio=0.00, n_outliers_top=24"
Ressources/PLU bioclimatique/Règlement/Documents graphiques/Atlas 2/K_11.pdf,planche graphique (carte/plan) avec encart texte,"PROBABLE — span de taille nettement supérieure à la médiane (9.8pt vs médiane 4.3pt) détecté en haut de page (candidat: 'BRS 100-100') ; à confirmer par détection de cadre vectoriel (get_drawings, non exécutée ici)","n_spans=1011, image_area_ratio=0.00, n_outliers_top=14"
Ressources/PLU bioclimatique/Règlement/Documents graphiques/Atlas 2/K_12.pdf,"sommaire / table des matières (linéaire, dense)",OUI — méthode d'ancrage titre validée (études REG1/REG2 de cette session),n_spans=277
Ressources/PLU bioclimatique/Règlement/Documents graphiques/Atlas 2/LEG2000.pdf,linéaire (texte courant),"OUI — pas de contrainte de mise en page particulière, méthode gap-Y applicable","n_spans=150, max_size=19.9, median_size=9.8"
Ressources/PLU bioclimatique/Règlement/Documents graphiques/Atlas 2/L_03.pdf,"sommaire / table des matières (linéaire, dense)",OUI — méthode d'ancrage titre validée (études REG1/REG2 de cette session),n_spans=348
Ressources/PLU bioclimatique/Règlement/Documents graphiques/Atlas 2/L_04.pdf,planche graphique (carte/plan) avec encart texte,"PROBABLE — span de taille nettement supérieure à la médiane (13.9pt vs médiane 4.3pt) détecté en haut de page (candidat: 'Abords du boulevard Périphérique') ; à confirmer par détection de cadre vectoriel (get_drawings, non exécutée ici)","n_spans=1179, image_area_ratio=0.00, n_outliers_top=11"
Ressources/PLU bioclimatique/Règlement/Documents graphiques/Atlas 2/L_05_A_251216.pdf,planche graphique (carte/plan) avec encart texte,"PROBABLE — span de taille nettement supérieure à la médiane (12.0pt vs médiane 4.3pt) détecté en haut de page (candidat: 'SMV 20-4') ; à confirmer par détection de cadre vectoriel (get_drawings, non exécutée ici)","n_spans=1747, image_area_ratio=0.00, n_outliers_top=13"
Ressources/PLU bioclimatique/Règlement/Documents graphiques/Atlas 2/L_06.pdf,planche graphique (carte/plan) avec encart texte,"PROBABLE — span de taille nettement supérieure à la médiane (12.0pt vs médiane 4.3pt) détecté en haut de page (candidat: 'SMV 20-6') ; à confirmer par détection de cadre vectoriel (get_drawings, non exécutée ici)","n_spans=2218, image_area_ratio=0.00, n_outliers_top=31"
Ressources/PLU bioclimatique/Règlement/Documents graphiques/Atlas 2/L_07.pdf,planche graphique (carte/plan) avec encart texte,"PROBABLE — span de taille nettement supérieure à la médiane (13.9pt vs médiane 4.3pt) détecté en haut de page (candidat: 'Davout') ; à confirmer par détection de cadre vectoriel (get_drawings, non exécutée ici)","n_spans=2293, image_area_ratio=0.00, n_outliers_top=26"
Ressources/PLU bioclimatique/Règlement/Documents graphiques/Atlas 2/L_08.pdf,planche graphique (carte/plan) avec encart texte,"PROBABLE — span de taille nettement supérieure à la médiane (12.0pt vs médiane 4.3pt) détecté en haut de page (candidat: 'SMV 20-18') ; à confirmer par détection de cadre vectoriel (get_drawings, non exécutée ici)","n_spans=2327, image_area_ratio=0.00, n_outliers_top=23"
Ressources/PLU bioclimatique/Règlement/Documents graphiques/Atlas 2/L_09_A_251216.pdf,planche graphique (carte/plan) avec encart texte,"PROBABLE — span de taille nettement supérieure à la médiane (13.9pt vs médiane 4.3pt) détecté en haut de page (candidat: 'Porte de') ; à confirmer par détection de cadre vectoriel (get_drawings, non exécutée ici)","n_spans=1588, image_area_ratio=0.00, n_outliers_top=20"
Ressources/PLU bioclimatique/Règlement/Documents graphiques/Atlas 2/L_10.pdf,planche graphique (carte/plan) avec encart texte,"PROBABLE — span de taille nettement supérieure à la médiane (12.0pt vs médiane 4.3pt) détecté en haut de page (candidat: 'SMV 12-5') ; à confirmer par détection de cadre vectoriel (get_drawings, non exécutée ici)","n_spans=1538, image_area_ratio=0.00, n_outliers_top=11"
Ressources/PLU bioclimatique/Règlement/Documents graphiques/Atlas 2/L_11.pdf,planche graphique (carte/plan) avec encart texte,"PROBABLE — span de taille nettement supérieure à la médiane (13.9pt vs médiane 4.3pt) détecté en haut de page (candidat: 'Petite Ceinture') ; à confirmer par détection de cadre vectoriel (get_drawings, non exécutée ici)","n_spans=500, image_area_ratio=0.00, n_outliers_top=20"
Ressources/PLU bioclimatique/Règlement/Documents graphiques/Atlas 2/M_05.pdf,"sommaire / table des matières (linéaire, dense)",OUI — méthode d'ancrage titre validée (études REG1/REG2 de cette session),n_spans=334
Ressources/PLU bioclimatique/Règlement/Documents graphiques/Atlas 2/M_06_A_251216.pdf,"sommaire / table des matières (linéaire, dense)",OUI — méthode d'ancrage titre validée (études REG1/REG2 de cette session),n_spans=322
Ressources/PLU bioclimatique/Règlement/Documents graphiques/Atlas 2/M_07_A_251216.pdf,"sommaire / table des matières (linéaire, dense)",OUI — méthode d'ancrage titre validée (études REG1/REG2 de cette session),n_spans=306
Ressources/PLU bioclimatique/Règlement/Documents graphiques/Atlas 2/M_08.pdf,planche graphique (carte/plan) avec encart texte,"PROBABLE — span de taille nettement supérieure à la médiane (13.9pt vs médiane 4.3pt) détecté en haut de page (candidat: 'Porte de Montreuil') ; à confirmer par détection de cadre vectoriel (get_drawings, non exécutée ici)","n_spans=510, image_area_ratio=0.00, n_outliers_top=13"
Ressources/PLU bioclimatique/Règlement/Documents graphiques/Atlas 2/M_09.pdf,planche graphique (carte/plan) avec encart texte,"PROBABLE — span de taille nettement supérieure à la médiane (13.9pt vs médiane 4.3pt) détecté en haut de page (candidat: 'Porte de') ; à confirmer par détection de cadre vectoriel (get_drawings, non exécutée ici)","n_spans=498, image_area_ratio=0.00, n_outliers_top=16"
Ressources/PLU bioclimatique/Règlement/Documents graphiques/Atlas 2/M_10.pdf,"sommaire / table des matières (linéaire, dense)",OUI — méthode d'ancrage titre validée (études REG1/REG2 de cette session),n_spans=214
Ressources/PLU bioclimatique/Règlement/Documents graphiques/Atlas 3/Secteur Montmartre/Consultation_des_planches_d_ilots_du_secteur_de_Montmartre.pdf,linéaire (texte courant),"OUI — pas de contrainte de mise en page particulière, méthode gap-Y applicable","n_spans=91, max_size=11.0, median_size=11.0"
Ressources/PLU bioclimatique/Règlement/Documents graphiques/Atlas 3/Secteur Montmartre/LEGMONT.pdf,aucun texte exploitable (image/scan pur),NON — pas de span texte sur la page,image_area_ratio=0.00
Ressources/PLU bioclimatique/Règlement/Documents graphiques/Atlas 3/Secteur Montmartre/M69105.pdf,aucun texte exploitable (image/scan pur),NON — pas de span texte sur la page,image_area_ratio=1.00
Ressources/PLU bioclimatique/Règlement/Documents graphiques/Atlas 3/Secteur Montmartre/M69106.pdf,aucun texte exploitable (image/scan pur),NON — pas de span texte sur la page,image_area_ratio=1.00
Ressources/PLU bioclimatique/Règlement/Documents graphiques/Atlas 3/Secteur Montmartre/M69107.pdf,aucun texte exploitable (image/scan pur),NON — pas de span texte sur la page,image_area_ratio=1.00
Ressources/PLU bioclimatique/Règlement/Documents graphiques/Atlas 3/Secteur Montmartre/M69108.pdf,aucun texte exploitable (image/scan pur),NON — pas de span texte sur la page,image_area_ratio=1.00
Ressources/PLU bioclimatique/Règlement/Documents graphiques/Atlas 3/Secteur Montmartre/M69109.pdf,aucun texte exploitable (image/scan pur),NON — pas de span texte sur la page,image_area_ratio=1.00
Ressources/PLU bioclimatique/Règlement/Documents graphiques/Atlas 3/Secteur Montmartre/M69110.pdf,aucun texte exploitable (image/scan pur),NON — pas de span texte sur la page,image_area_ratio=1.00
Ressources/PLU bioclimatique/Règlement/Documents graphiques/Atlas 3/Secteur Montmartre/M69111.pdf,aucun texte exploitable (image/scan pur),NON — pas de span texte sur la page,image_area_ratio=1.00
Ressources/PLU bioclimatique/Règlement/Documents graphiques/Atlas 3/Secteur Montmartre/M69112.pdf,aucun texte exploitable (image/scan pur),NON — pas de span texte sur la page,image_area_ratio=1.00
Ressources/PLU bioclimatique/Règlement/Documents graphiques/Atlas 3/Secteur Montmartre/M69113.pdf,aucun texte exploitable (image/scan pur),NON — pas de span texte sur la page,image_area_ratio=1.00
Ressources/PLU bioclimatique/Règlement/Documents graphiques/Atlas 3/Secteur Montmartre/M69114.pdf,aucun texte exploitable (image/scan pur),NON — pas de span texte sur la page,image_area_ratio=1.00
Ressources/PLU bioclimatique/Règlement/Documents graphiques/Atlas 3/Secteur Montmartre/M69115.pdf,aucun texte exploitable (image/scan pur),NON — pas de span texte sur la page,image_area_ratio=1.00
Ressources/PLU bioclimatique/Règlement/Documents graphiques/Atlas 3/Secteur Montmartre/M69116.pdf,aucun texte exploitable (image/scan pur),NON — pas de span texte sur la page,image_area_ratio=1.00
Ressources/PLU bioclimatique/Règlement/Documents graphiques/Atlas 3/Secteur Montmartre/M69117.pdf,aucun texte exploitable (image/scan pur),NON — pas de span texte sur la page,image_area_ratio=1.00
Ressources/PLU bioclimatique/Règlement/Documents graphiques/Atlas 3/Secteur Montmartre/M69118.pdf,aucun texte exploitable (image/scan pur),NON — pas de span texte sur la page,image_area_ratio=1.00
Ressources/PLU bioclimatique/Règlement/Documents graphiques/Atlas 3/Secteur Montmartre/M69119.pdf,aucun texte exploitable (image/scan pur),NON — pas de span texte sur la page,image_area_ratio=1.00
Ressources/PLU bioclimatique/Règlement/Documents graphiques/Atlas 3/Secteur Montmartre/M69120.pdf,aucun texte exploitable (image/scan pur),NON — pas de span texte sur la page,image_area_ratio=1.00
Ressources/PLU bioclimatique/Règlement/Documents graphiques/Atlas 3/Secteur Montmartre/M69121.pdf,aucun texte exploitable (image/scan pur),NON — pas de span texte sur la page,image_area_ratio=1.00
Ressources/PLU bioclimatique/Règlement/Documents graphiques/Atlas 3/Secteur Montmartre/M69122.pdf,aucun texte exploitable (image/scan pur),NON — pas de span texte sur la page,image_area_ratio=1.00
Ressources/PLU bioclimatique/Règlement/Documents graphiques/Atlas 3/Secteur Montmartre/M69123.pdf,aucun texte exploitable (image/scan pur),NON — pas de span texte sur la page,image_area_ratio=1.00
Ressources/PLU bioclimatique/Règlement/Documents graphiques/Atlas 3/Secteur Montmartre/M69124.pdf,aucun texte exploitable (image/scan pur),NON — pas de span texte sur la page,image_area_ratio=1.00
Ressources/PLU bioclimatique/Règlement/Documents graphiques/Atlas 3/Secteur Montmartre/M69125.pdf,aucun texte exploitable (image/scan pur),NON — pas de span texte sur la page,image_area_ratio=1.00
Ressources/PLU bioclimatique/Règlement/Documents graphiques/Atlas 3/Secteur Montmartre/M69126.pdf,aucun texte exploitable (image/scan pur),NON — pas de span texte sur la page,image_area_ratio=1.00
Ressources/PLU bioclimatique/Règlement/Documents graphiques/Atlas 3/Secteur Montmartre/M69127.pdf,aucun texte exploitable (image/scan pur),NON — pas de span texte sur la page,image_area_ratio=1.00
Ressources/PLU bioclimatique/Règlement/Documents graphiques/Atlas 3/Secteur Montmartre/M69128.pdf,aucun texte exploitable (image/scan pur),NON — pas de span texte sur la page,image_area_ratio=1.00
Ressources/PLU bioclimatique/Règlement/Documents graphiques/Atlas 3/Secteur Montmartre/M69129.pdf,aucun texte exploitable (image/scan pur),NON — pas de span texte sur la page,image_area_ratio=1.00
Ressources/PLU bioclimatique/Règlement/Documents graphiques/Atlas 3/Secteur Montmartre/M69130.pdf,aucun texte exploitable (image/scan pur),NON — pas de span texte sur la page,image_area_ratio=1.00
Ressources/PLU bioclimatique/Règlement/Documents graphiques/Atlas 3/Secteur Montmartre/M69131.pdf,aucun texte exploitable (image/scan pur),NON — pas de span texte sur la page,image_area_ratio=1.00
Ressources/PLU bioclimatique/Règlement/Documents graphiques/Atlas 3/Secteur Montmartre/M69132.pdf,aucun texte exploitable (image/scan pur),NON — pas de span texte sur la page,image_area_ratio=1.00
Ressources/PLU bioclimatique/Règlement/Documents graphiques/Atlas 3/Secteur Montmartre/M69133.pdf,aucun texte exploitable (image/scan pur),NON — pas de span texte sur la page,image_area_ratio=1.00
Ressources/PLU bioclimatique/Règlement/Documents graphiques/Atlas 3/Secteur Montmartre/M69134.pdf,aucun texte exploitable (image/scan pur),NON — pas de span texte sur la page,image_area_ratio=1.00
Ressources/PLU bioclimatique/Règlement/Documents graphiques/Atlas 3/Secteur Montmartre/M69137.pdf,aucun texte exploitable (image/scan pur),NON — pas de span texte sur la page,image_area_ratio=1.00
Ressources/PLU bioclimatique/Règlement/Documents graphiques/Atlas 3/Secteur Montmartre/M69138.pdf,aucun texte exploitable (image/scan pur),NON — pas de span texte sur la page,image_area_ratio=1.00
Ressources/PLU bioclimatique/Règlement/Documents graphiques/Atlas 3/Secteur Montmartre/M69139.pdf,aucun texte exploitable (image/scan pur),NON — pas de span texte sur la page,image_area_ratio=1.00
Ressources/PLU bioclimatique/Règlement/Documents graphiques/Atlas 3/Secteur Montmartre/M69140.pdf,aucun texte exploitable (image/scan pur),NON — pas de span texte sur la page,image_area_ratio=1.00
Ressources/PLU bioclimatique/Règlement/Documents graphiques/Atlas 3/Secteur Montmartre/M69173.pdf,aucun texte exploitable (image/scan pur),NON — pas de span texte sur la page,image_area_ratio=1.00
Ressources/PLU bioclimatique/Règlement/Documents graphiques/Atlas 3/Secteur Montmartre/M70001.pdf,aucun texte exploitable (image/scan pur),NON — pas de span texte sur la page,image_area_ratio=1.00
Ressources/PLU bioclimatique/Règlement/Documents graphiques/Atlas 3/Secteur Montmartre/M70002.pdf,aucun texte exploitable (image/scan pur),NON — pas de span texte sur la page,image_area_ratio=1.00
Ressources/PLU bioclimatique/Règlement/Documents graphiques/Atlas 3/Secteur Montmartre/M70003.pdf,aucun texte exploitable (image/scan pur),NON — pas de span texte sur la page,image_area_ratio=1.00
Ressources/PLU bioclimatique/Règlement/Documents graphiques/Atlas 3/Secteur Montmartre/M70004.pdf,aucun texte exploitable (image/scan pur),NON — pas de span texte sur la page,image_area_ratio=1.00
Ressources/PLU bioclimatique/Règlement/Documents graphiques/Atlas 3/Secteur Montmartre/M70005.pdf,aucun texte exploitable (image/scan pur),NON — pas de span texte sur la page,image_area_ratio=1.00
Ressources/PLU bioclimatique/Règlement/Documents graphiques/Atlas 3/Secteur Montmartre/M70006.pdf,aucun texte exploitable (image/scan pur),NON — pas de span texte sur la page,image_area_ratio=1.00
Ressources/PLU bioclimatique/Règlement/Documents graphiques/Atlas 3/Secteur Montmartre/M70007.pdf,aucun texte exploitable (image/scan pur),NON — pas de span texte sur la page,image_area_ratio=1.00
Ressources/PLU bioclimatique/Règlement/Documents graphiques/Atlas 3/Secteur Montmartre/M70008.pdf,aucun texte exploitable (image/scan pur),NON — pas de span texte sur la page,image_area_ratio=1.00
Ressources/PLU bioclimatique/Règlement/Documents graphiques/Atlas 3/Secteur Montmartre/M70009.pdf,aucun texte exploitable (image/scan pur),NON — pas de span texte sur la page,image_area_ratio=1.00
Ressources/PLU bioclimatique/Règlement/Documents graphiques/Atlas 3/Secteur Montmartre/M70010.pdf,aucun texte exploitable (image/scan pur),NON — pas de span texte sur la page,image_area_ratio=1.00
Ressources/PLU bioclimatique/Règlement/Documents graphiques/Atlas 3/Secteur Montmartre/M70011.pdf,aucun texte exploitable (image/scan pur),NON — pas de span texte sur la page,image_area_ratio=1.00
Ressources/PLU bioclimatique/Règlement/Documents graphiques/Atlas 3/Secteur Montmartre/M70012.pdf,aucun texte exploitable (image/scan pur),NON — pas de span texte sur la page,image_area_ratio=1.00
Ressources/PLU bioclimatique/Règlement/Documents graphiques/Atlas 3/Secteur Montmartre/M70013.pdf,aucun texte exploitable (image/scan pur),NON — pas de span texte sur la page,image_area_ratio=1.00
Ressources/PLU bioclimatique/Règlement/Documents graphiques/Atlas 3/Secteur Montmartre/M70014.pdf,aucun texte exploitable (image/scan pur),NON — pas de span texte sur la page,image_area_ratio=1.00
Ressources/PLU bioclimatique/Règlement/Documents graphiques/Atlas 3/Secteur Montmartre/M70015.pdf,aucun texte exploitable (image/scan pur),NON — pas de span texte sur la page,image_area_ratio=1.00
Ressources/PLU bioclimatique/Règlement/Documents graphiques/Atlas 3/Secteur Montmartre/M70016.pdf,aucun texte exploitable (image/scan pur),NON — pas de span texte sur la page,image_area_ratio=1.00
Ressources/PLU bioclimatique/Règlement/Documents graphiques/Atlas 3/Secteur Montmartre/M70017.pdf,aucun texte exploitable (image/scan pur),NON — pas de span texte sur la page,image_area_ratio=1.00
Ressources/PLU bioclimatique/Règlement/Documents graphiques/Atlas 3/Secteur Montmartre/M70018.pdf,aucun texte exploitable (image/scan pur),NON — pas de span texte sur la page,image_area_ratio=1.00
Ressources/PLU bioclimatique/Règlement/Documents graphiques/Atlas 3/Secteur Montmartre/M70019.pdf,aucun texte exploitable (image/scan pur),NON — pas de span texte sur la page,image_area_ratio=1.00
Ressources/PLU bioclimatique/Règlement/Documents graphiques/Atlas 3/Secteur Montmartre/M70020.pdf,aucun texte exploitable (image/scan pur),NON — pas de span texte sur la page,image_area_ratio=1.00
Ressources/PLU bioclimatique/Règlement/Documents graphiques/Atlas 3/Secteur Montmartre/M70021.pdf,aucun texte exploitable (image/scan pur),NON — pas de span texte sur la page,image_area_ratio=1.00
Ressources/PLU bioclimatique/Règlement/Documents graphiques/Atlas 3/Secteur Montmartre/M70022.pdf,aucun texte exploitable (image/scan pur),NON — pas de span texte sur la page,image_area_ratio=1.00
Ressources/PLU bioclimatique/Règlement/Documents graphiques/Atlas 3/Secteur Montmartre/M70023.pdf,aucun texte exploitable (image/scan pur),NON — pas de span texte sur la page,image_area_ratio=1.00
Ressources/PLU bioclimatique/Règlement/Documents graphiques/Atlas 3/Secteur Montmartre/M70024.pdf,aucun texte exploitable (image/scan pur),NON — pas de span texte sur la page,image_area_ratio=1.00
Ressources/PLU bioclimatique/Règlement/Documents graphiques/Atlas 3/Secteur Montmartre/M70025.pdf,aucun texte exploitable (image/scan pur),NON — pas de span texte sur la page,image_area_ratio=1.00
Ressources/PLU bioclimatique/Règlement/Documents graphiques/Atlas 3/Secteur Montmartre/M70026.pdf,aucun texte exploitable (image/scan pur),NON — pas de span texte sur la page,image_area_ratio=1.00
Ressources/PLU bioclimatique/Règlement/Documents graphiques/Atlas 3/Secteur Montmartre/M70027.pdf,aucun texte exploitable (image/scan pur),NON — pas de span texte sur la page,image_area_ratio=1.00
Ressources/PLU bioclimatique/Règlement/Documents graphiques/Atlas 3/Secteur Montmartre/M70029.pdf,aucun texte exploitable (image/scan pur),NON — pas de span texte sur la page,image_area_ratio=1.00
Ressources/PLU bioclimatique/Règlement/Documents graphiques/Atlas 3/Secteur Montmartre/M70033.pdf,aucun texte exploitable (image/scan pur),NON — pas de span texte sur la page,image_area_ratio=1.00
Ressources/PLU bioclimatique/Règlement/Documents graphiques/Atlas 3/Secteur Montmartre/M70034.pdf,aucun texte exploitable (image/scan pur),NON — pas de span texte sur la page,image_area_ratio=1.00
Ressources/PLU bioclimatique/Règlement/Documents graphiques/Atlas 3/Secteur Montmartre/M70035.pdf,aucun texte exploitable (image/scan pur),NON — pas de span texte sur la page,image_area_ratio=1.00
Ressources/PLU bioclimatique/Règlement/Documents graphiques/Atlas 3/Secteur Montmartre/M70036.pdf,aucun texte exploitable (image/scan pur),NON — pas de span texte sur la page,image_area_ratio=1.00
Ressources/PLU bioclimatique/Règlement/Documents graphiques/Atlas 3/Secteur Montmartre/M70037.pdf,aucun texte exploitable (image/scan pur),NON — pas de span texte sur la page,image_area_ratio=1.00
Ressources/PLU bioclimatique/Règlement/Documents graphiques/Atlas 3/Secteur Montmartre/M70038.pdf,aucun texte exploitable (image/scan pur),NON — pas de span texte sur la page,image_area_ratio=1.00
Ressources/PLU bioclimatique/Règlement/Documents graphiques/Atlas 3/Secteur Montmartre/M70039.pdf,aucun texte exploitable (image/scan pur),NON — pas de span texte sur la page,image_area_ratio=1.00
Ressources/PLU bioclimatique/Règlement/Documents graphiques/Atlas 3/Secteur Montmartre/M70040.pdf,aucun texte exploitable (image/scan pur),NON — pas de span texte sur la page,image_area_ratio=1.00
Ressources/PLU bioclimatique/Règlement/Documents graphiques/Atlas 3/Secteur Montmartre/M70041.pdf,aucun texte exploitable (image/scan pur),NON — pas de span texte sur la page,image_area_ratio=1.00
Ressources/PLU bioclimatique/Règlement/Documents graphiques/Atlas 3/Secteur Montmartre/M70042.pdf,aucun texte exploitable (image/scan pur),NON — pas de span texte sur la page,image_area_ratio=1.00
Ressources/PLU bioclimatique/Règlement/Documents graphiques/Atlas 3/Secteur Montmartre/M70043.pdf,aucun texte exploitable (image/scan pur),NON — pas de span texte sur la page,image_area_ratio=1.00
Ressources/PLU bioclimatique/Règlement/Documents graphiques/Atlas 3/Secteur Montmartre/M70044.pdf,aucun texte exploitable (image/scan pur),NON — pas de span texte sur la page,image_area_ratio=1.00
Ressources/PLU bioclimatique/Règlement/Documents graphiques/Atlas 3/Secteur Montmartre/M70045.pdf,aucun texte exploitable (image/scan pur),NON — pas de span texte sur la page,image_area_ratio=1.00
Ressources/PLU bioclimatique/Règlement/Documents graphiques/Atlas 3/Secteur Montmartre/M70046.pdf,aucun texte exploitable (image/scan pur),NON — pas de span texte sur la page,image_area_ratio=1.00
Ressources/PLU bioclimatique/Règlement/Documents graphiques/Atlas 3/Secteur Montmartre/M70047.pdf,aucun texte exploitable (image/scan pur),NON — pas de span texte sur la page,image_area_ratio=1.00
Ressources/PLU bioclimatique/Règlement/Documents graphiques/Atlas 3/Secteur Montmartre/M70048.pdf,aucun texte exploitable (image/scan pur),NON — pas de span texte sur la page,image_area_ratio=1.00
Ressources/PLU bioclimatique/Règlement/Documents graphiques/Atlas 3/Secteur Montmartre/M70049.pdf,aucun texte exploitable (image/scan pur),NON — pas de span texte sur la page,image_area_ratio=1.00
Ressources/PLU bioclimatique/Règlement/Documents graphiques/Atlas 3/Secteur Montmartre/M70050.pdf,aucun texte exploitable (image/scan pur),NON — pas de span texte sur la page,image_area_ratio=1.00
Ressources/PLU bioclimatique/Règlement/Documents graphiques/Atlas 3/Secteur Montmartre/M70051.pdf,aucun texte exploitable (image/scan pur),NON — pas de span texte sur la page,image_area_ratio=1.00
Ressources/PLU bioclimatique/Règlement/Documents graphiques/Atlas 3/Secteur Montmartre/M70052.pdf,aucun texte exploitable (image/scan pur),NON — pas de span texte sur la page,image_area_ratio=1.00
Ressources/PLU bioclimatique/Règlement/Documents graphiques/Atlas 3/Secteur Montmartre/M70053.pdf,aucun texte exploitable (image/scan pur),NON — pas de span texte sur la page,image_area_ratio=1.00
Ressources/PLU bioclimatique/Règlement/Documents graphiques/Atlas 3/Secteur Montmartre/M70054.pdf,aucun texte exploitable (image/scan pur),NON — pas de span texte sur la page,image_area_ratio=1.00
Ressources/PLU bioclimatique/Règlement/Documents graphiques/Atlas 3/Secteur Montmartre/M70055.pdf,aucun texte exploitable (image/scan pur),NON — pas de span texte sur la page,image_area_ratio=1.00
Ressources/PLU bioclimatique/Règlement/Documents graphiques/Atlas 3/Secteur Montmartre/M70056.pdf,aucun texte exploitable (image/scan pur),NON — pas de span texte sur la page,image_area_ratio=1.00
Ressources/PLU bioclimatique/Règlement/Documents graphiques/Atlas 3/Secteur Montmartre/M70057.pdf,aucun texte exploitable (image/scan pur),NON — pas de span texte sur la page,image_area_ratio=1.00
Ressources/PLU bioclimatique/Règlement/Documents graphiques/Atlas 3/Secteur Montmartre/M70058.pdf,aucun texte exploitable (image/scan pur),NON — pas de span texte sur la page,image_area_ratio=1.00
Ressources/PLU bioclimatique/Règlement/Documents graphiques/Atlas 3/Secteur Montmartre/M70059.pdf,aucun texte exploitable (image/scan pur),NON — pas de span texte sur la page,image_area_ratio=1.00
Ressources/PLU bioclimatique/Règlement/Documents graphiques/Atlas 3/Secteur Montmartre/M70060.pdf,aucun texte exploitable (image/scan pur),NON — pas de span texte sur la page,image_area_ratio=1.00
Ressources/PLU bioclimatique/Règlement/Documents graphiques/Atlas 3/Secteur Montmartre/M70061.pdf,aucun texte exploitable (image/scan pur),NON — pas de span texte sur la page,image_area_ratio=1.00
Ressources/PLU bioclimatique/Règlement/Documents graphiques/Atlas 3/Secteur Montmartre/M70062.pdf,aucun texte exploitable (image/scan pur),NON — pas de span texte sur la page,image_area_ratio=1.00
Ressources/PLU bioclimatique/Règlement/Documents graphiques/Atlas 3/Secteur Montmartre/M70177.pdf,aucun texte exploitable (image/scan pur),NON — pas de span texte sur la page,image_area_ratio=1.00
Ressources/PLU bioclimatique/Règlement/Documents graphiques/Atlas 3/Secteur maisons et villas/Consultation_des_plans_des_secteurs_de_maisons_et_villas.pdf,linéaire (texte courant),"OUI — pas de contrainte de mise en page particulière, méthode gap-Y applicable","n_spans=91, max_size=11.0, median_size=11.0"
Ressources/PLU bioclimatique/Règlement/Documents graphiques/Atlas 3/Secteur maisons et villas/LEGSMV.pdf,linéaire (texte courant),"OUI — pas de contrainte de mise en page particulière, méthode gap-Y applicable","n_spans=150, max_size=19.9, median_size=9.8"
Ressources/PLU bioclimatique/Règlement/Documents graphiques/Atlas 3/Secteur maisons et villas/P07.pdf,"sommaire / table des matières (linéaire, dense)",OUI — méthode d'ancrage titre validée (études REG1/REG2 de cette session),n_spans=350
Ressources/PLU bioclimatique/Règlement/Documents graphiques/Atlas 3/Secteur maisons et villas/P08.pdf,"sommaire / table des matières (linéaire, dense)",OUI — méthode d'ancrage titre validée (études REG1/REG2 de cette session),n_spans=353
Ressources/PLU bioclimatique/Règlement/Documents graphiques/Atlas 3/Secteur maisons et villas/P09.pdf,planche graphique (carte/plan) avec encart texte,"PROBABLE — span de taille nettement supérieure à la médiane (18.0pt vs médiane 4.4pt) détecté en haut de page (candidat: '^') ; à confirmer par détection de cadre vectoriel (get_drawings, non exécutée ici)","n_spans=510, image_area_ratio=0.00, n_outliers_top=8"
Ressources/PLU bioclimatique/Règlement/Documents graphiques/Atlas 3/Secteur maisons et villas/P10.pdf,"sommaire / table des matières (linéaire, dense)",OUI — méthode d'ancrage titre validée (études REG1/REG2 de cette session),n_spans=177
Ressources/PLU bioclimatique/Règlement/Documents graphiques/Atlas 3/Secteur maisons et villas/P11.pdf,planche graphique (carte/plan) avec encart texte,"PROBABLE — span de taille nettement supérieure à la médiane (110.2pt vs médiane 5.2pt) détecté en haut de page (candidat: '!') ; à confirmer par détection de cadre vectoriel (get_drawings, non exécutée ici)","n_spans=880, image_area_ratio=0.00, n_outliers_top=4"
Ressources/PLU bioclimatique/Règlement/Documents graphiques/Atlas 3/Secteur maisons et villas/P12.pdf,planche graphique (carte/plan) avec encart texte,"PROBABLE — span de taille nettement supérieure à la médiane (96.0pt vs médiane 4.4pt) détecté en haut de page (candidat: '!') ; à confirmer par détection de cadre vectoriel (get_drawings, non exécutée ici)","n_spans=687, image_area_ratio=0.00, n_outliers_top=4"
